bonjour | bonjour ! je suis votre assistant virtuel pour le reglement academique du mastere de l'universite du burundi. comment puis-je vous aider aujourd'hui ? | bonjour salutation assistant aide | salutations | n/a
la soutenance est-elle publique ? | oui, la soutenance des memoires se fait en seance publique. des personnes ne faisant pas partie du jury peuvent poser des questions a l'etudiant sur l'autorisation du president du jury, a condition qu'elles aient un grade egal ou superieur a celui auquel pretend le candidat. | soutenance publique seance publique personnes jury questions etudiant president du jury grade egal grade superieur | questions_pratiques | article 98, chapitre v - soutenance
que faire en cas de probleme avec l'encadrement ? | en cas de difficulte notoire dans l'encadrement du memoire, le directeur est tenu de saisir le conseil scientifique qui doit assumer sa responsabilite dans les plus brefs delais. | probleme encadrement difficulte memoire directeur saisir conseil scientifique responsabilite brefs delais | questions_pratiques | article 91, chapitre v - direction des travaux
le directeur doit-il suivre l'avancement du memoire ? | oui, le directeur de memoire approuve le calendrier et le plan de travail et veille a ce que l'etudiant le respecte. il est tenu de rapporter au conseil scientifique l'etat d'avancement et les modifications eventuelles du calendrier du memoire. | directeur suivre avancement memoire calendrier plan de travail respecte rapporter conseil scientifique modifications | questions_pratiques | article 90, chapitre v - direction des travaux
qui est responsable du depot du memoire ? | le depot du travail de fin d'etudes dans les delais releve de la responsabilite de l'etudiant. | responsable depot memoire travail de fin d'etudes delais responsabilite etudiant | questions_pratiques | article 93, chapitre v - direction des travaux
y a-t-il des conges pendant l'annee ? | oui, a la fin du premier semestre, un conge de 15 jours calendrier est accorde aux etudiants. | conges annee premier semestre 15 jours calendrier etudiants | questions_pratiques | article 24, chapitre iii - organisation des enseignements
combien de semaines dure un semestre ? | pour chaque annee academique, les enseignements sont organises en 2 semestres de 14 a 19 semaines chacun. | semaines semestre annee academique enseignements 2 semestres 14 a 19 semaines | questions_pratiques | article 24, chapitre iii - organisation des enseignements
que se passe-t-il si le mastere depasse la duree prevue ? | un depassement de la duree normale (2 ans) entraine automatiquement la suspension temporaire du mastere concerne l'annee academique suivante. | mastere depasse duree prevue depassement 2 ans suspension temporaire annee academique suivante | questions_pratiques | article 25, chapitre iii - organisation des enseignements
qu'est-ce que le systeme bmd ? | le systeme bmd (baccalaureat, mastere et doctorat) est le systeme d'enseignement superieur adopte au burundi, avec des equivalences administratives etablies par decret avec l'ancien systeme. | systeme bmd baccalaureat mastere doctorat enseignement superieur burundi equivalences administratives decret | questions_avancees | preambule - decret n°100/65 du 18 mars 2015
qu'est-ce que l'harmonisation des curricula ? | l'harmonisation des curricula dans l'enseignement superieur public et prive au burundi est regie par le decret n°100/66 du 18 mars 2015, visant a standardiser les programmes de formation. | harmonisation curricula enseignement superieur public prive burundi decret standardiser programmes de formation | questions_avancees | preambule - decret n°100/66 du 18 mars 2015
qu'est-ce que l'ecole doctorale ? | l'ecole doctorale est une structure creee et organisee par le decret n°100/06 du 12 janvier 2015, au sein de laquelle se deroulent les formations de mastere de recherche et de doctorat. | ecole doctorale structure decret formations mastere de recherche doctorat | questions_avancees | preambule - decret n°100/06 du 12 janvier 2015
quelles sont les conditions pour enseigner dans le superieur ? | les conditions requises pour exercer la profession d'enseignant dans les etablissements d'enseignement superieur au burundi sont definies par le decret n°100/04 du 12 janvier 2015. | conditions enseigner superieur profession d'enseignant etablissements enseignement superieur burundi decret | questions_avancees | preambule - decret n°100/04 du 12 janvier 2015
comment sont organises les premier et deuxieme cycles ? | l'organisation des etudes de premier et deuxieme cycle universitaire est regie par le decret n°100/05 du 12 janvier 2015. | organises premier cycle deuxieme cycle etudes universitaire decret | questions_avancees | preambule - decret n°100/05 du 12 janvier 2015
qu'est-ce que l'ordonnance ministerielle n°610/596 ? | l'ordonnance ministerielle n°610/596 du 04 avril 2017 porte sur la creation et organisation du deuxieme cycle de l'enseignement superieur au burundi, incluant le mastere. | ordonnance ministerielle creation organisation deuxieme cycle enseignement superieur burundi mastere | questions_avancees | preambule - ordonnance ministerielle n°610/596
y a-t-il un reglement pour le baccalaureat ? | oui, il existe une decision n°43 du 22 decembre 2015 portant reglement academique du cycle de baccalaureat de l'universite du burundi. | reglement baccalaureat decision cycle de baccalaureat universite du burundi | questions_avancees | preambule - decision n°43 du 22 decembre 2015
qui supervise l'enseignement superieur au burundi ? | l'enseignement superieur au burundi est supervise par le ministre ayant l'enseignement superieur dans ses attributions, qui approuve les programmes et rend les ordonnances ministerielles. | supervise enseignement superieur burundi ministre enseignement superieur attributions programmes ordonnances ministerielles | questions_avancees | divers articles du reglement
qu'est-ce que la reorganisation de l'enseignement superieur ? | la reorganisation de l'enseignement superieur au burundi est regie par la loi n° 1/22 du 30 decembre 2011, qui restructure le systeme educatif superieur du pays. | reorganisation enseignement superieur burundi loi restructure systeme educatif | questions_avancees | preambule - loi n° 1/22 du 30 decembre 2011
quelles sont les conditions d'acces a l'enseignement superieur ? | les conditions d'acces a l'enseignement superieur public et prive au burundi sont definies par le decret n°100/275 du 18 octobre 2012. | conditions d'acces enseignement superieur public prive burundi decret | questions_avancees | preambule - decret n°100/275 du 18 octobre 2012
qu'est-ce qu'un tpe ? | tpe signifie travaux personnels de l'etudiant. c'est une activite academique incluse dans le calcul des credits et fait partie des activites d'un semestre. | tpe travaux personnels etudiant activite academique credits semestre | questions_techniques | section 1, chapitre i - definitions
qu'est-ce qu'un tt ? | tt signifie travaux de terrain. c'est une activite academique pratique qui fait partie des enseignements et est incluse dans le calcul des credits. | tt travaux de terrain activite academique pratique enseignements credits | questions_techniques | section 1, chapitre i - definitions
qu'est-ce qu'un cm ? | cm signifie cours magistral. c'est un expose theorique d'un cours, complete en general par des travaux pratiques, travaux diriges, travaux de recherche, travaux de terrain, stages. | cm cours magistral expose theorique cours travaux pratiques travaux diriges stages | questions_techniques | section 1, chapitre i - definitions
que signifie ue ? | ue signifie unite d'enseignement. c'est un ensemble coherent de matieres ou elements constitutifs representant l'unite de base d'un parcours de formation. | ue unite d'enseignement ensemble coherent matieres elements constitutifs unite de base parcours de formation | questions_techniques | section 1, chapitre i - definitions
combien d'ecue par ue ? | chaque unite d'enseignement regroupe de deux a cinq elements constitutifs (ecue). | ecue ue unite d'enseignement deux a cinq elements constitutifs | questions_techniques | section 1, chapitre i - definitions
combien d'ue par semestre ? | chaque semestre regroupe de deux a cinq unites d'enseignement. | ue semestre deux a cinq unites d'enseignement | questions_techniques | section 1, chapitre i - definitions
qu'est-ce que la moyenne ponderee ? | la moyenne ponderee est utilisee pour calculer la reussite d'une unite d'enseignement. elle doit etre egale a au moins 10/20, sans qu'aucune note d'un ecue ne soit inferieure a 7/20. | moyenne ponderee reussite unite d'enseignement 10/20 ecue 7/20 | questions_techniques | article 70, chapitre iv - deliberation
qu'est-ce qu'une note globale ? | la note globale est le pourcentage calcule sur l'ensemble des unites d'enseignement d'une annee. elle doit etre d'au moins 50% pour reussir, avec des seuils specifiques pour les differentes decisions (45% pour le redoublement, etc.). | note globale pourcentage unites d'enseignement annee 50% reussir 45% redoublement | questions_techniques | articles 72-74, chapitre iv - deliberation
qu'est-ce que la validation d'ue ? | la validation d'une ue signifie que l'etudiant a reussi cette unite d'enseignement avec une moyenne ponderee d'au moins 10/20 et aucune note d'ecue inferieure a 7/20. les ue validees sont definitivement acquises et ne sont pas reprises en cas de redoublement. | validation ue reussi unite d'enseignement moyenne ponderee 10/20 7/20 definitivement acquises redoublement | questions_techniques | articles 70, 75, chapitre iv - deliberation
qu'est-ce qu'un etudiant regulier ? | un etudiant regulier est tout candidat qui prend inscription generale pour tous les cours d'un programme d'enseignement et qui subit les evaluations dans tous ces cours en vue de l'obtention d'un grade academique. | etudiant regulier inscription generale tous les cours programme d'enseignement evaluations grade academique | questions_techniques | article 3, chapitre i - categories d'etudiants
qu'est-ce qu'un etudiant a temps partiel ? | un etudiant a temps partiel est tout candidat qui prend une inscription pour certaines unites d'enseignement d'un programme et qui subit les evaluations dans toutes ces unites pour obtenir des credits. son inscription depend des places disponibles apres l'inscription des etudiants reguliers. | etudiant a temps partiel inscription certaines unites programme evaluations credits places disponibles etudiants reguliers | questions_techniques | article 4, chapitre i - categories d'etudiants
qu'est-ce qu'un auditeur libre ? | un auditeur libre est tout candidat qui s'inscrit a des cours isoles sans obligation de subir les evaluations dans ces cours. cette qualite ne donne droit a aucun grade academique. son inscription depend des places disponibles apres l'inscription des etudiants reguliers et a temps partiel. | auditeur libre cours isoles sans obligation evaluations aucun grade academique places disponibles etudiants reguliers temps partiel | questions_techniques | articles 5-6, chapitre i - categories d'etudiants
qu'est-ce que l'inscription administrative ? | l'inscription administrative est une inscription annuelle que chaque etudiant est tenu de prendre, en plus de l'inscription academique qui est semestrielle. | inscription administrative annuelle etudiant inscription academique semestrielle | questions_techniques | article 17, chapitre ii - inscriptions
qu'est-ce que l'inscription academique ? | l'inscription academique est une inscription semestrielle que chaque etudiant est tenu de prendre, en plus de l'inscription administrative qui est annuelle. | inscription academique semestrielle etudiant inscription administrative annuelle | questions_techniques | article 17, chapitre ii - inscriptions
qu'est-ce que l'inscription au role ? | l'inscription au role est l'inscription definitive qui confere la qualite d'etudiant. elle se materialise par la delivrance d'une carte d'etudiant et l'assistance obligatoire aux cours. elle est personnelle et valable pour un semestre. | inscription au role inscription definitive qualite d'etudiant carte d'etudiant assistance obligatoire personnelle semestre | questions_techniques | article 19, chapitre ii - inscriptions
qu'est-ce que l'admissibilite ? | l'admissibilite est l'autorisation de se presenter aux evaluations. elle est subordonnee a l'inscription au role et a la presence reguliere aux cours, travaux pratiques, travaux diriges, travaux de recherche, travaux de terrain, seminaires et stages. | admissibilite autorisation evaluations inscription au role presence reguliere cours travaux seminaires stages | questions_techniques | article 41, chapitre iii - admissibilite
qu'est-ce que le volume horaire presentiel ? | le volume horaire presentiel est le nombre total d'heures de cours, travaux pratiques, travaux diriges et autres activites necessitant la presence physique de l'etudiant. un tiers d'absences injustifiees de ce volume entraine la non-validation de l'ecue. | volume horaire presentiel heures cours travaux pratiques travaux diriges presence physique tiers absences injustifiees non-validation ecue | questions_techniques | article 41, chapitre iii - admissibilite
qu'est-ce qu'une evaluation de rattrapage ? | une evaluation de rattrapage est accordee a un etudiant qui n'a pas pu se presenter a une evaluation pour un motif legitime approuve par le conseil scientifique. | evaluation de rattrapage etudiant motif legitime conseil scientifique | questions_techniques | article 44, chapitre iii - admissibilite
qu'est-ce que la deliberation collegiale ? | la deliberation collegiale est l'appreciation collective par le jury de l'ensemble des resultats obtenus par chaque etudiant. elle se fait a huis clos avec vote a la majorite absolue des membres presents. | deliberation collegiale appreciation collective jury resultats etudiant huis clos vote majorite absolue | questions_techniques | articles 62, 67, chapitre iv - deliberation
qu'est-ce que la proclamation des resultats ? | la proclamation des resultats est l'annonce officielle des resultats par le secretaire du jury par voie d'affichage. toute erreur doit etre signifiee dans les 5 jours ouvrables, au-dela les resultats sont definitivement confirmes. | proclamation resultats annonce officielle secretaire du jury affichage erreur 5 jours ouvrables definitivement confirmes | questions_techniques | article 81, chapitre iv - proclamation des resultats
